x0,x1,x2,x3,y
52.14,53.53,52.78,51.21,0
51.16,52.14,53.53,52.78,0
50.34,51.16,52.14,53.53,0
49.45,50.34,51.16,52.14,1
49.28,49.45,50.34,51.16,0
50.99,49.28,49.45,50.34,1
48.17,50.99,49.28,49.45,0
49.76,48.17,50.99,49.28,1
49.59,49.76,48.17,50.99,1
50.52,49.59,49.76,48.17,0
51.53,50.52,49.59,49.76,0
50.76,51.53,50.52,49.59,1
49.61,50.76,51.53,50.52,0
50.0,49.61,50.76,51.53,0
48.29,50.0,49.61,50.76,0
48.17,48.29,50.0,49.61,0
47.05,48.17,48.29,50.0,0
44.84,47.05,48.17,48.29,0
43.88,44.84,47.05,48.17,1
43.46,43.88,44.84,47.05,0
44.66,43.46,43.88,44.84,1
43.96,44.66,43.46,43.88,1
45.72,43.96,44.66,43.46,1
47.45,45.72,43.96,44.66,1
47.51,47.45,45.72,43.96,1
49.21,47.51,47.45,45.72,0
51.43,49.21,47.51,47.45,0
48.87,51.43,49.21,47.51,0
48.68,48.87,51.43,49.21,1
47.6,48.68,48.87,51.43,0
50.09,47.6,48.68,48.87,1
49.14,50.09,47.6,48.68,1
52.14,49.14,50.09,47.6,0
53.98,52.14,49.14,50.09,1
50.42,53.98,52.14,49.14,1
50.79,50.42,53.98,52.14,1
51.64,50.79,50.42,53.98,1
51.91,51.64,50.79,50.42,1
53.29,51.91,51.64,50.79,1
56.39,53.29,51.91,51.64,0
56.71,56.39,53.29,51.91,1
55.74,56.71,56.39,53.29,0
56.38,55.74,56.71,56.39,1
55.26,56.38,55.74,56.71,1
56.16,55.26,56.38,55.74,0
57.74,56.16,55.26,56.38,0
57.15,57.74,56.16,55.26,1
56.99,57.15,57.74,56.16,1
57.06,56.99,57.15,57.74,1
58.58,57.06,56.99,57.15,0
59.63,58.58,57.06,56.99,0
59.15,59.63,58.58,57.06,1
58.93,59.15,59.63,58.58,1
60.4,58.93,59.15,59.63,0
60.93,60.4,58.93,59.15,1
58.94,60.93,60.4,58.93,0
59.39,58.94,60.93,60.4,1
59.25,59.39,58.94,60.93,0
60.75,59.25,59.39,58.94,0
60.5,60.75,59.25,59.39,0
59.88,60.5,60.75,59.25,0
59.69,59.88,60.5,60.75,0
59.43,59.69,59.88,60.5,1
57.26,59.43,59.69,59.88,1
58.98,57.26,59.43,59.69,0
60.72,58.98,57.26,59.43,0
59.72,60.72,58.98,57.26,0
58.03,59.72,60.72,58.98,1
57.51,58.03,59.72,60.72,1
57.68,57.51,58.03,59.72,0
60.3,57.68,57.51,58.03,1
60.2,60.3,57.68,57.51,0
61.26,60.2,60.3,57.68,0
59.64,61.26,60.2,60.3,1
58.0,59.64,61.26,60.2,0
59.13,58.0,59.64,61.26,1
58.14,59.13,58.0,59.64,1
60.14,58.14,59.13,58.0,0
61.43,60.14,58.14,59.13,0
60.77,61.43,60.14,58.14,0
59.96,60.77,61.43,60.14,1
59.52,59.96,60.77,61.43,0
59.97,59.52,59.96,60.77,1
59.92,59.97,59.52,59.96,0
60.45,59.92,59.97,59.52,1
59.61,60.45,59.92,59.97,1
59.68,59.61,60.45,59.92,0
61.01,59.68,59.61,60.45,0
60.27,61.01,59.68,59.61,0
59.7,60.27,61.01,59.68,0
59.63,59.7,60.27,61.01,1
58.33,59.63,59.7,60.27,0
59.47,58.33,59.63,59.7,0
56.96,59.47,58.33,59.63,0
56.93,56.96,59.47,58.33,0
52.53,56.93,56.96,59.47,0
52.33,52.53,56.93,56.96,1
51.65,52.33,52.53,56.93,0
52.78,51.65,52.33,52.53,0
52.74,52.78,51.65,52.33,1
52.2,52.74,52.78,51.65,0
53.04,52.2,52.74,52.78,0
51.41,53.04,52.2,52.74,0
50.91,51.41,53.04,52.2,0
50.89,50.91,51.41,53.04,1
50.15,50.89,50.91,51.41,0
50.36,50.15,50.89,50.91,0
49.19,50.36,50.15,50.89,0
48.45,49.19,50.36,50.15,0
48.14,48.45,49.19,50.36,1
47.39,48.14,48.45,49.19,1
47.98,47.39,48.14,48.45,0
48.79,47.98,47.39,48.14,0
48.52,48.79,47.98,47.39,0
47.12,48.52,48.79,47.98,1
45.17,47.12,48.52,48.79,0
45.74,45.17,47.12,48.52,0
45.15,45.74,45.17,47.12,0
44.66,45.15,45.74,45.17,1
43.87,44.66,45.15,45.74,0
44.96,43.87,44.66,45.15,1
43.08,44.96,43.87,44.66,0
43.3,43.08,44.96,43.87,1
42.23,43.3,43.08,44.96,0
42.5,42.23,43.3,43.08,1
41.87,42.5,42.23,43.3,0
42.62,41.87,42.5,42.23,1
40.8,42.62,41.87,42.5,0
41.14,40.8,42.62,41.87,0
40.45,41.14,40.8,42.62,1
38.24,40.45,41.14,40.8,0
39.31,38.24,40.45,41.14,1
38.6,39.31,38.24,40.45,1
42.56,38.6,39.31,38.24,1
45.22,42.56,38.6,39.31,0
49.2,45.22,42.56,38.6,1
45.41,49.2,45.22,42.56,1
46.25,45.41,49.2,45.22,0
46.75,46.25,45.41,49.2,0
46.05,46.75,46.25,45.41,0
45.94,46.05,46.75,46.25,1
44.15,45.94,46.05,46.75,0
45.92,44.15,45.94,46.05,0
44.63,45.92,44.15,45.94,1
44.0,44.63,45.92,44.15,1
44.59,44.0,44.63,45.92,0
47.15,44.59,44.0,44.63,0
46.9,47.15,44.59,44.0,1
44.68,46.9,47.15,44.59,0
46.68,44.68,46.9,47.15,0
45.83,46.68,44.68,46.9,1
44.48,45.83,46.68,44.68,1
44.91,44.48,45.83,46.68,0
45.7,44.91,44.48,45.83,1
44.43,45.7,44.91,44.48,0
45.23,44.43,45.7,44.91,0
45.09,45.23,44.43,45.7,1
44.74,45.09,45.23,44.43,1
45.54,44.74,45.09,45.23,1
46.26,45.54,44.74,45.09,0
48.53,46.26,45.54,44.74,1
47.81,48.53,46.26,45.54,1
49.43,47.81,48.53,46.26,0
49.63,49.43,47.81,48.53,0
46.66,49.63,49.43,47.81,0
46.64,46.66,49.63,49.43,1
46.38,46.64,46.66,49.63,0
47.26,46.38,46.64,46.66,0
45.89,47.26,46.38,46.64,0
45.55,45.89,47.26,46.38,1
45.2,45.55,45.89,47.26,0
45.38,45.2,45.55,45.89,0
44.6,45.38,45.2,45.55,0
43.98,44.6,45.38,45.2,1
43.2,43.98,44.6,45.38,1
45.94,43.2,43.98,44.6,1
46.06,45.94,43.2,43.98,0
46.59,46.06,45.94,43.2,1
46.14,46.59,46.06,45.94,0
47.9,46.14,46.59,46.06,0
46.32,47.9,46.14,46.59,0
45.2,46.32,47.9,46.14,0
44.29,45.2,46.32,47.9,1
43.87,44.29,45.2,46.32,0
44.21,43.87,44.29,45.2,0
41.75,44.21,43.87,44.29,1
40.74,41.75,44.21,43.87,0
41.74,40.74,41.75,44.21,1
40.67,41.74,40.74,41.75,0
40.75,40.67,41.74,40.74,0
40.54,40.75,40.67,41.74,1
40.39,40.54,40.75,40.67,1
41.75,40.39,40.54,40.75,1
42.87,41.75,40.39,40.54,0
43.04,42.87,41.75,40.39,0
41.71,43.04,42.87,41.75,1
41.65,41.71,43.04,42.87,0
41.85,41.65,41.71,43.04,1
39.94,41.85,41.65,41.71,0
41.08,39.94,41.85,41.65,0
39.97,41.08,39.94,41.85,0
37.65,39.97,41.08,39.94,0
37.51,37.65,39.97,41.08,0
37.16,37.51,37.65,39.97,0
36.76,37.16,37.51,37.65,1
35.62,36.76,37.16,37.51,1
36.31,35.62,36.76,37.16,0
37.35,36.31,35.62,36.76,0
35.52,37.35,36.31,35.62,0
34.95,35.52,37.35,36.31,1
34.73,34.95,35.52,37.35,1
34.74,34.73,34.95,35.52,1
36.14,34.74,34.73,34.95,1
37.5,36.14,34.74,34.73,0
38.1,37.5,36.14,34.74,1
36.81,38.1,37.5,36.14,0
37.87,36.81,38.1,37.5,1
36.6,37.87,36.81,38.1,0
37.04,36.6,37.87,36.81,0
36.76,37.04,36.6,37.87,0
35.97,36.76,37.04,36.6,0
33.97,35.97,36.76,37.04,0
33.27,33.97,35.97,36.76,0
33.16,33.27,33.97,35.97,0
31.41,33.16,33.27,33.97,1
30.44,31.41,33.16,33.27,1
30.48,30.44,31.41,33.16,0
31.2,30.48,30.44,31.41,0
29.42,31.2,30.48,30.44,0
28.46,29.42,31.2,30.48,1
26.55,28.46,29.42,31.2,1
29.53,26.55,28.46,29.42,0
32.19,29.53,26.55,28.46,1
30.34,32.19,29.53,26.55,1
31.45,30.34,32.19,29.53,1
32.3,31.45,30.34,32.19,1
33.22,32.3,31.45,30.34,0
33.62,33.22,32.3,31.45,0
31.62,33.62,33.22,32.3,1
29.88,31.62,33.62,33.22,0
32.28,29.88,31.62,33.62,0
31.72,32.28,29.88,31.62,0
30.89,31.72,32.28,29.88,0
29.69,30.89,31.72,32.28,0
27.94,29.69,30.89,31.72,0
27.45,27.94,29.69,30.89,1
26.21,27.45,27.94,29.69,0
29.44,26.21,27.45,27.94,1
29.04,29.44,26.21,27.45,1
30.66,29.04,29.44,26.21,0
30.77,30.66,29.04,29.44,1
29.64,30.77,30.66,29.04,1
31.48,29.64,30.77,30.66,1
31.87,31.48,29.64,30.77,1
32.15,31.87,31.48,29.64,0
33.07,32.15,31.87,31.48,1
32.78,33.07,32.15,31.87,1
33.75,32.78,33.07,32.15,1
34.4,33.75,32.78,33.07,0
34.66,34.4,33.75,32.78,1
34.57,34.66,34.4,33.75,1
35.92,34.57,34.66,34.4,0
37.9,35.92,34.57,34.66,1
36.5,37.9,35.92,34.57,0
38.29,36.5,37.9,35.92,1
37.84,38.29,36.5,37.9,0
38.5,37.84,38.29,36.5,0
37.18,38.5,37.84,38.29,1
36.34,37.18,38.5,37.84,1
38.46,36.34,37.18,38.5,0
40.2,38.46,36.34,37.18,1
39.44,40.2,38.46,36.34,1
39.91,39.44,40.2,38.46,0
41.45,39.91,39.44,40.2,0
39.79,41.45,39.91,39.44,0
39.46,39.79,41.45,39.91,0
39.39,39.46,39.79,41.45,1
38.28,39.39,39.46,39.79,1
38.32,38.28,39.39,39.46,0
38.34,38.32,38.28,39.39,0
36.79,38.34,38.32,38.28,1
35.7,36.79,38.34,38.32,1
35.89,35.7,36.79,38.34,0
37.75,35.89,35.7,36.79,1
37.26,37.75,35.89,35.7,1
39.72,37.26,37.75,35.89,1
40.36,39.72,37.26,37.75,0
42.17,40.36,39.72,37.26,0
41.76,42.17,40.36,39.72,0
41.5,41.76,42.17,40.36,0
40.36,41.5,41.76,42.17,1
39.78,40.36,41.5,41.76,1
41.08,39.78,40.36,41.5,1
42.63,41.08,39.78,40.36,1
43.18,42.63,41.08,39.78,0
43.73,43.18,42.63,41.08,1
42.64,43.73,43.18,42.63,1
44.04,42.64,43.73,43.18,1
45.33,44.04,42.64,43.73,0
46.03,45.33,44.04,42.64,0
45.92,46.03,45.33,44.04,0
44.78,45.92,46.03,45.33,1
43.65,44.78,45.92,46.03,1
43.78,43.65,44.78,45.92,1
44.32,43.78,43.65,44.78,0
44.66,44.32,43.78,43.65,1
43.44,44.66,44.32,43.78,1
44.66,43.44,44.66,44.32,1
46.23,44.66,43.44,44.66,0
46.7,46.23,44.66,43.44,1
46.21,46.7,46.23,44.66,1
47.72,46.21,46.7,46.23,0
48.31,47.72,46.21,46.7,0
48.19,48.31,47.72,46.21,0
48.16,48.19,48.31,47.72,1
47.75,48.16,48.19,48.31,1
48.08,47.75,48.16,48.19,1
48.62,48.08,47.75,48.16,0
49.56,48.62,48.08,47.75,0
49.48,49.56,48.62,48.08,0
49.33,49.48,49.56,48.62,0
49.1,49.33,49.48,49.56,0
49.01,49.1,49.33,49.48,1
48.62,49.01,49.1,49.33,1
49.69,48.62,49.01,49.1,1
50.36,49.69,48.62,49.01,0
51.23,50.36,49.69,48.62,0
50.56,51.23,50.36,49.69,0
49.07,50.56,51.23,50.36,0
48.88,49.07,50.56,51.23,0
48.49,48.88,49.07,50.56,0
48.01,48.49,48.88,49.07,1
46.21,48.01,48.49,48.88,1
47.98,46.21,48.01,48.49,0
49.37,47.98,46.21,48.01,1
48.85,49.37,47.98,46.21,1
49.13,48.85,49.37,47.98,0
50.11,49.13,48.85,49.37,0
47.64,50.11,49.13,48.85,1
46.33,47.64,50.11,49.13,1
47.85,46.33,47.64,50.11,0
49.88,47.85,46.33,47.64,1
48.33,49.88,47.85,46.33,0
48.99,48.33,49.88,47.85,1
46.6,48.99,48.33,49.88,0
47.43,46.6,48.99,48.33,1
45.14,47.43,46.6,48.99,0
45.41,45.14,47.43,46.6,1
44.76,45.41,45.14,47.43,0
46.8,44.76,45.41,45.14,1
44.75,46.8,44.76,45.41,1
45.68,44.75,46.8,44.76,0
45.95,45.68,44.75,46.8,0
45.24,45.95,45.68,44.75,1
44.65,45.24,45.95,45.68,0
44.94,44.65,45.24,45.95,0
44.75,44.94,44.65,45.24,0
44.19,44.75,44.94,44.65,0
43.13,44.19,44.75,44.94,0
42.92,43.13,44.19,44.75,0
41.92,42.92,43.13,44.19,1
41.14,41.92,42.92,43.13,0
41.6,41.14,41.92,42.92,0
40.06,41.6,41.14,41.92,1
39.51,40.06,41.6,41.14,1
40.83,39.51,40.06,41.6,0
41.93,40.83,39.51,40.06,1
41.8,41.93,40.83,39.51,0
43.02,41.8,41.93,40.83,0
42.77,43.02,41.8,41.93,1
41.71,42.77,43.02,41.8,1
43.49,41.71,42.77,43.02,1
44.49,43.49,41.71,42.77,1
45.74,44.49,43.49,41.71,1
46.58,45.74,44.49,43.49,1
46.79,46.58,45.74,44.49,1
48.22,46.79,46.58,45.74,0
48.52,48.22,46.79,46.58,1
47.05,48.52,48.22,46.79,0
48.1,47.05,48.52,48.22,1
46.77,48.1,47.05,48.52,1
47.33,46.77,48.1,47.05,0
47.64,47.33,46.77,48.1,0
46.98,47.64,47.33,46.77,0
46.35,46.98,47.64,47.33,0
44.7,46.35,46.98,47.64,1
43.16,44.7,46.35,46.98,1
44.44,43.16,44.7,46.35,1
44.83,44.44,43.16,44.7,1
45.5,44.83,44.44,43.16,0
47.62,45.5,44.83,44.44,1
45.88,47.62,45.5,44.83,0
46.29,45.88,47.62,45.5,0
44.9,46.29,45.88,47.62,1
43.58,44.9,46.29,45.88,0
43.91,43.58,44.9,46.29,1
43.03,43.91,43.58,44.9,1
43.3,43.03,43.91,43.58,1
43.44,43.3,43.03,43.91,1
45.34,43.44,43.3,43.03,0
46.32,45.34,43.44,43.3,1
44.48,46.32,45.34,43.44,0
45.93,44.48,46.32,45.34,1
44.67,45.93,44.48,46.32,1
47.05,44.67,45.93,44.48,1
47.83,47.05,44.67,45.93,1
48.24,47.83,47.05,44.67,0
48.81,48.24,47.83,47.05,1
48.69,48.81,48.24,47.83,1
49.83,48.69,48.81,48.24,0
50.44,49.83,48.69,48.81,1
49.81,50.44,49.83,48.69,0
50.79,49.81,50.44,49.83,1
50.18,50.79,49.81,50.44,0
50.44,50.18,50.79,49.81,0
50.35,50.44,50.18,50.79,1
49.94,50.35,50.44,50.18,1
50.29,49.94,50.35,50.44,0
51.6,50.29,49.94,50.35,1
50.43,51.6,50.29,49.94,0
50.85,50.43,51.6,50.29,0
50.52,50.85,50.43,51.6,0
49.96,50.52,50.85,50.43,1
49.18,49.96,50.52,50.85,0
49.72,49.18,49.96,50.52,0
48.7,49.72,49.18,49.96,0
46.86,48.7,49.72,49.18,0
46.67,46.86,48.7,49.72,0
45.34,46.67,46.86,48.7,0
44.66,45.34,46.67,46.86,1
44.07,44.66,45.34,46.67,1
44.89,44.07,44.66,45.34,1
44.98,44.89,44.07,44.66,0
45.27,44.98,44.89,44.07,0
44.66,45.27,44.98,44.89,1
43.32,44.66,45.27,44.98,0
45.81,43.32,44.66,45.27,0
45.57,45.81,43.32,44.66,1
45.42,45.57,45.81,43.32,1
45.69,45.42,45.57,45.81,1
47.49,45.69,45.42,45.57,0
48.03,47.49,45.69,45.42,0
47.96,48.03,47.49,45.69,0
47.08,47.96,48.03,47.49,1
45.23,47.08,47.96,48.03,1
49.44,45.23,47.08,47.96,1
51.06,49.44,45.23,47.08,1
51.68,51.06,49.44,45.23,0
51.79,51.68,51.06,49.44,0
50.93,51.79,51.68,51.06,1
49.77,50.93,51.79,51.68,1
50.84,49.77,50.93,51.79,1
51.5,50.84,49.77,50.93,1
52.83,51.5,50.84,49.77,0
52.98,52.83,51.5,50.84,0
51.04,52.98,52.83,51.5,1
50.9,51.04,52.98,52.83,1
51.9,50.9,51.04,52.98,1
52.12,51.9,50.9,51.04,1
52.23,52.12,51.9,50.9,1
52.49,52.23,52.12,51.9,1
52.95,52.49,52.23,52.12,1
53.02,52.95,52.49,52.23,1
53.9,53.02,52.95,52.49,0
54.06,53.9,53.02,52.95,0
53.77,54.06,53.9,53.02,0
53.72,53.77,54.06,53.9,1
52.33,53.72,53.77,54.06,1
53.26,52.33,53.72,53.77,1
53.76,53.26,52.33,53.72,0
53.99,53.76,53.26,52.33,0
51.96,53.99,53.76,53.26,1
50.82,51.96,53.99,53.76,1
52.25,50.82,51.96,53.99,0
53.01,52.25,50.82,51.96,1
52.37,53.01,52.25,50.82,0
52.48,52.37,53.01,52.25,1
51.08,52.48,52.37,53.01,1
51.37,51.08,52.48,52.37,1
52.42,51.37,51.08,52.48,1
52.75,52.42,51.37,51.08,0
53.18,52.75,52.42,51.37,1
52.75,53.18,52.75,52.42,0
53.78,52.75,53.18,52.75,0
53.17,53.78,52.75,53.18,1
52.63,53.17,53.78,52.75,1
52.81,52.63,53.17,53.78,0
53.88,52.81,52.63,53.17,1
53.54,53.88,52.81,52.63,0
53.83,53.54,53.88,52.81,0
53.01,53.83,53.54,53.88,1
52.17,53.01,53.83,53.54,1
52.34,52.17,53.01,53.83,1
53.0,52.34,52.17,53.01,0
53.86,53.0,52.34,52.17,1
52.93,53.86,53.0,52.34,0
53.2,52.93,53.86,53.0,1
53.11,53.2,52.93,53.86,1
53.36,53.11,53.2,52.93,1
53.4,53.36,53.11,53.2,0
54.06,53.4,53.36,53.11,1
53.59,54.06,53.4,53.36,0
54.45,53.59,54.06,53.4,1
53.99,54.45,53.59,54.06,0
54.05,53.99,54.45,53.59,0
54.01,54.05,53.99,54.45,0
53.83,54.01,54.05,53.99,1
52.61,53.83,54.01,54.05,0
53.33,52.61,53.83,54.01,0
53.2,53.33,52.61,53.83,0
53.14,53.2,53.33,52.61,0
50.28,53.14,53.2,53.33,0
49.28,50.28,53.14,53.2,0
48.49,49.28,50.28,53.14,0
48.4,48.49,49.28,50.28,1
47.72,48.4,48.49,49.28,0
48.86,47.72,48.4,48.49,1
48.75,48.86,47.72,48.4,0
48.78,48.75,48.86,47.72,0
48.22,48.78,48.75,48.86,1
47.34,48.22,48.78,48.75,0
48.04,47.34,48.22,48.78,1
47.7,48.04,47.34,48.22,0
47.97,47.7,48.04,47.34,1
47.73,47.97,47.7,48.04,1
48.37,47.73,47.97,47.7,1
49.51,48.37,47.73,47.97,1
50.35,49.51,48.37,47.73,0
50.6,50.35,49.51,48.37,1
50.24,50.6,50.35,49.51,1
51.03,50.24,50.6,50.35,1
51.15,51.03,50.24,50.6,1
51.7,51.15,51.03,50.24,1
52.24,51.7,51.15,51.03,1
53.08,52.24,51.7,51.15,0
53.4,53.08,52.24,51.7,1
53.11,53.4,53.08,52.24,0
53.18,53.11,53.4,53.08,0
52.65,53.18,53.11,53.4,0
52.41,52.65,53.18,53.11,0
50.44,52.41,52.65,53.18,0
50.27,50.44,52.41,52.65,0
49.62,50.27,50.44,52.41,1
49.23,49.62,50.27,50.44,1
49.56,49.23,49.62,50.27,0
49.62,49.56,49.23,49.62,1
48.97,49.62,49.56,49.23,0
49.33,48.97,49.62,49.56,0
48.84,49.33,48.97,49.62,1
47.66,48.84,49.33,48.97,0
47.82,47.66,48.84,49.33,1
45.52,47.82,47.66,48.84,1
46.22,45.52,47.82,47.66,0
46.43,46.22,45.52,47.82,1
45.88,46.43,46.22,45.52,1
47.33,45.88,46.43,46.22,1
47.83,47.33,45.88,46.43,1
47.84,47.83,47.33,45.88,0
48.85,47.84,47.83,47.33,1
48.66,48.85,47.84,47.83,1
49.07,48.66,48.85,47.84,1
49.35,49.07,48.66,48.85,1
50.33,49.35,49.07,48.66,1
50.73,50.33,49.35,49.07,0
51.47,50.73,50.33,49.35,0
51.36,51.47,50.73,50.33,1
48.9,51.36,51.47,50.73,0
49.8,48.9,51.36,51.47,0
49.66,49.8,48.9,51.36,1
48.32,49.66,49.8,48.9,0
48.36,48.32,49.66,49.8,0
47.66,48.36,48.32,49.66,1
47.4,47.66,48.36,48.32,0
48.19,47.4,47.66,48.36,0
45.72,48.19,47.4,47.66,1
45.64,45.72,48.19,47.4,1
45.83,45.64,45.72,48.19,1
46.08,45.83,45.64,45.72,0
46.46,46.08,45.83,45.64,0
44.73,46.46,46.08,45.83,1
44.46,44.73,46.46,46.08,0
44.74,44.46,44.73,46.46,0
44.2,44.74,44.46,44.73,0
43.23,44.2,44.74,44.46,1
42.53,43.23,44.2,44.74,1
42.74,42.53,43.23,44.2,1
43.01,42.74,42.53,43.23,1
43.38,43.01,42.74,42.53,1
44.24,43.38,43.01,42.74,1
44.74,44.24,43.38,43.01,1
44.93,44.74,44.24,43.38,1
46.04,44.93,44.74,44.24,0
47.07,46.04,44.93,44.74,1
45.13,47.07,46.04,44.93,0
45.52,45.13,47.07,46.04,1
44.23,45.52,45.13,47.07,1
44.4,44.23,45.52,45.13,1
45.04,44.4,44.23,45.52,1
45.49,45.04,44.4,44.23,1
46.08,45.49,45.04,44.4,0
46.54,46.08,45.49,45.04,1
46.02,46.54,46.08,45.49,1
46.4,46.02,46.54,46.08,0
47.12,46.4,46.02,46.54,0
46.79,47.12,46.4,46.02,1
